full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
"440474 (2005 SU263)",N,N,17.8,,,.2057935359011945,2.259493761692555,1.794504551127153,3.421820561168398,2.724482972257957,.785786,2.67251,"Otto Matic",6679,2000-02-05,2018-05-20
"440570 (2005 UJ385)",N,N,16.3,,,.1359902842752542,3.087739574857657,2.667836992304812,3.786320520500319,3.507642157410502,1.66239,1.91225,"Otto Matic",4910,2005-10-27,2019-04-07
"440678 (2005 YU33)",N,N,16.5,3.829,,.1179595319911974,3.206480352814443,2.828245431057482,18.811896423265,3.584715274571403,1.85699,1.64501,"Otto Matic",4927,2005-12-02,2019-05-30
"440703 (2005 YF132)",N,N,17.4,,,.171780977531727,2.345755381166974,1.942799228739802,5.242816586974386,2.748711533594145,.95158,2.72214,"Otto Matic",6573,2001-10-25,2019-10-24
"440887 (2006 UV49)",N,N,17.5,,,.1371414212729683,2.806242992437612,2.42139084001741,4.157865867390939,3.191095144857814,1.41898,2.25218,"Otto Matic",3321,2006-09-30,2015-11-03
"440964 (2007 BG63)",N,N,15.6,,,.02198014221584082,3.123698036141256,3.055038709067528,8.176342846240173,3.192357363214983,2.06766,1.84439,"Otto Matic",7646,1998-06-26,2019-06-02
"440988 (2007 DJ6)",N,N,16.7,,,.2321788013627016,2.26467437665732,1.7388649944082,24.19780617862163,2.79048375890644,.7599,2.25537,"Otto Matic",4707,2006-12-25,2019-11-14
"441085 (2007 RM186)",N,N,17.7,,,.3209468922048673,2.580034118863721,1.751980186631886,4.06471060148877,3.408088051095555,.754294,2.06158,"Otto Matic",5817,2001-03-21,2017-02-22
"441184 (2007 TB429)",N,N,17.2,,,.08847641903096511,2.655955984543773,2.420966509927478,2.066443777376294,2.890945459160067,1.40709,2.3137,"Otto Matic",5197,2003-12-14,2018-03-07
"441227 (2007 VN112)",N,N,17.1,,,.01489716045183062,2.77112097910498,2.729839145247819,1.510008642419656,2.81240281296214,1.71664,2.15385,"Otto Matic",6997,2000-05-04,2019-07-01
"441257 (2007 VY292)",N,N,16.6,,,.2129836034316411,2.639267865464355,2.077147085056421,12.96813198805651,3.201388645872289,1.12781,2.39453,"Otto Matic",3444,2007-10-17,2017-03-22
"441317 (2008 AF127)",N,N,16.0,3.588,,.08939408558796159,2.801256238012281,2.5508404981176,14.06619664276009,3.051671977906963,1.56833,1.97639,"Otto Matic",7554,1999-01-23,2019-09-29
"441540 (2008 TF5)",N,N,17.7,,,.2205369203341013,2.365134184689704,1.843534775421331,2.622362441087954,2.886733593958077,.830047,2.37013,"Otto Matic",4613,2007-03-11,2019-10-27
"441575 (2008 UD48)",N,N,18.0,,,.1468492746571349,2.384548950765701,2.034379666961326,1.726959709921631,2.734718234570077,1.01786,2.39018,"Otto Matic",8039,1997-10-23,2019-10-27
"441578 (2008 UN65)",N,N,16.7,,,.1414808271617461,2.603302044404294,2.23498471781011,12.36608694481072,2.971619370998478,1.24802,2.35076,"Otto Matic",7200,1999-10-14,2019-07-01
"441707 (2009 AK31)",N,N,17.5,,,.1708596659028752,2.46891294519591,2.047075304236454,2.383145061945269,2.890750586155367,1.05801,2.48795,"Otto Matic",5462,2004-12-11,2019-11-25
"441725 (2009 BJ52)",N,N,17.1,,,.1452626631854503,2.695928331453627,2.304310602269566,6.612175989950898,3.087546060637688,1.31817,2.39379,"Otto Matic",4183,2007-10-20,2019-04-03
"441745 (2009 BM139)",N,N,17.0,,,.0450103752771838,2.607730861577552,2.490355916876052,4.545257981174387,2.725105806279051,1.47698,2.41417,"Otto Matic",5284,2005-03-10,2019-08-28
"441839 (2009 VU28)",N,N,15.6,,,.1749705419057954,3.98850399645608,3.290633290802729,2.978973088770717,4.686374702109432,2.30473,.636486,"Otto Matic",5819,2003-01-28,2019-01-03
"441866 (2009 YM11)",N,N,18.1,1.560,,.1463557442675546,2.2576960951092,1.927269302779541,3.652710681876657,2.588122887438859,.938617,2.73982,"Otto Matic",4656,2007-02-26,2019-11-26
"441965 (2010 MS33)",N,N,16.6,3.389,,.2196592333261876,3.067839167247944,2.393959967802211,4.840465568599657,3.741718366693677,1.38237,1.61609,"Otto Matic",4912,2005-10-22,2019-04-04
"442052 (2010 RF53)",N,N,16.2,,,.2728717552001833,3.059103693411933,2.224360699251255,5.367742180547708,3.893846687572611,1.2098,1.35474,"Otto Matic",4967,2005-08-31,2019-04-07
"442605 (2012 HY33)",Y,N,19.1,,,.5433032087832991,1.997710790136303,.9123481076342297,14.69790194857931,3.083073472638376,.163991,2.50542,"Otto Matic",5112,2001-12-15,2015-12-14
"442812 (2013 AQ43)",N,N,16.9,,,.2121196538338195,2.687406117320077,2.117354462003254,14.7965143617286,3.257457772636901,1.13815,1.94971,"Otto Matic",5228,2003-12-19,2018-04-12
"442860 (2013 AB150)",N,N,16.4,,,.2133986102215577,3.093644517595287,2.433465077020912,16.5675326549379,3.753823958169663,1.46921,1.73913,"Otto Matic",5831,2003-03-23,2019-03-10
"442930 (2013 CQ64)",N,N,16.9,,,.0417602072042336,2.71629088421142,2.60285801405978,4.852554081256357,2.829723754363059,1.60653,2.38279,"Otto Matic",4690,2006-08-29,2019-07-02
"442934 (2013 CE66)",N,N,16.8,,,.2330890390644094,2.6567527243185,2.037492784775349,12.33431446403674,3.276012663861651,1.08279,2.03222,"Otto Matic",7609,1998-08-28,2019-06-28
"442956 (2013 CW116)",N,N,15.9,,,.1460123346658825,3.169845883042897,2.707009285128768,12.07324435875133,3.632682480957026,1.70999,1.33392,"Otto Matic",5353,2004-09-11,2019-05-09
"442975 (2013 CV141)",N,N,17.5,,,.1936100828510317,2.711066015430324,2.186176299568243,5.65385682556236,3.235955731292405,1.1994,2.19398,"Otto Matic",4694,2002-09-16,2015-07-24
"443136 (2014 BP21)",N,N,16.6,,,.1540089205182825,2.746632938817188,2.323626964849995,14.11463225209043,3.169638912784382,1.35508,1.97807,"Otto Matic",5191,2005-02-09,2019-04-28
"443507 (2014 JE41)",N,N,16.6,,,.09421860922078261,2.908653522321087,2.634604232742864,6.849925923318241,3.18270281189931,1.63158,2.07546,"Otto Matic",5079,2005-09-01,2019-07-29
"443585 (2014 KL73)",N,N,15.9,4.329,,.07072036431594517,3.060171654338824,2.843755200074654,13.52697986538486,3.276588108602994,1.84349,1.97784,"Otto Matic",5875,2003-06-02,2019-07-03
"443615 (2014 LA25)",N,N,16.3,,,.2589838222649262,3.140770828830984,2.327361994722156,23.43582566240818,3.954179662939812,1.45864,1.81934,"Otto Matic",6315,2001-12-19,2019-04-04
"443728 (2015 LK19)",N,N,17.4,,,.180570181528947,2.729887222334151,2.236950991043721,3.863842319571592,3.222823453624581,1.22168,1.99066,"Otto Matic",6081,2002-09-12,2019-05-07
"443906 (2002 EY40)",N,N,15.0,,,.2499514907785212,3.153047625280638,2.364938670846067,26.31450298500372,3.94115657971521,1.46177,1.51714,"Otto Matic",6322,2002-03-09,2019-06-30
"443924 (2002 RS31)",N,N,17.2,,,.301889162624822,2.637138235315639,1.8410147817303,3.203008103401156,3.433261688900978,.841441,2.03523,"Otto Matic",6273,2002-08-28,2019-10-31
"443971 (2003 SR318)",N,N,18.3,,,.1452402250787932,2.544306324869608,2.174770701576149,6.7380186252051,2.913841948163067,1.16957,2.52301,"Otto Matic",7248,1999-10-31,2019-09-04
"444211 (2005 TL58)",N,N,17.7,,,.1541814863684867,2.968115159667927,2.510486752637488,2.715071834194374,3.425743566698366,1.52156,1.93393,"Otto Matic",7760,1995-11-21,2017-02-18
"444380 (2005 YJ99)",N,N,16.5,,,.06966913157406415,3.202536716283581,2.979418764426049,2.213140124798853,3.425654668141112,1.99611,1.61037,"Otto Matic",6675,2001-02-20,2019-06-01
"444471 (2006 KX58)",N,N,17.3,,,.1134359799039373,2.570414104989354,2.278836662230985,12.74909161521971,2.861991547747723,1.27011,2.1287,"Otto Matic",4853,2006-05-22,2019-09-04
"444567 (2006 TX30)",N,N,16.9,,,.2634341095865992,2.773799248658081,2.043085913415861,8.500923314590056,3.5045125839003,1.04685,1.95531,"Otto Matic",6546,2001-07-20,2019-06-22
"444838 (2007 VM87)",N,N,16.6,,,.2039839483286872,2.62518001215373,2.089685428201061,12.23275132906226,3.160674596106399,1.12008,2.08539,"Otto Matic",4324,2007-11-02,2019-09-04
"445040 (2008 RA119)",N,N,18.3,,,.2132415093737109,2.354217932984872,1.85220094756052,4.239523624156885,2.856234918409223,.870349,2.46664,"Otto Matic",5055,2006-01-31,2019-12-04
"445173 (2009 BC46)",N,N,17.2,,,.2268098701755313,2.800360501571252,2.165211099765191,7.949569327828561,3.435509903377313,1.17266,1.59857,"Otto Matic",7020,2000-05-04,2019-07-24
"445188 (2009 BB180)",N,N,16.8,,,.06112889956054787,2.675532500912673,2.511980143393401,6.24650085783897,2.839084858431945,1.51915,2.15261,"Otto Matic",5694,2002-08-16,2018-03-19
"445324 (2010 GC30)",N,N,17.5,,,.2035884744690477,2.584918826987533,2.058659146374821,2.983170186717852,3.111178507600245,1.04414,2.03915,"Otto Matic",3464,2010-04-09,2019-10-03
"445332 (2010 JD43)",N,N,16.6,2.964,,.2527087372321585,2.65398495982919,1.983299771997614,13.3573464048834,3.324670147660766,.973003,1.68643,"Otto Matic",5763,2003-12-14,2019-09-24
"445338 (2010 KU8)",N,N,17.4,,,.2696595306717804,2.691488491579583,1.965702968131735,7.776820648586657,3.417274015027432,.967401,1.78587,"Otto Matic",6687,2001-04-15,2019-08-06
"445382 (2010 RV74)",N,N,18.5,,,.1462311725910381,1.852315885916998,1.581449561910348,26.17350852284234,2.123182209923649,.582172,3.34135,"Otto Matic",4304,2005-10-01,2017-07-14
"445470 (2010 VG84)",N,N,16.5,,,.1407506748514348,3.149752215047065,2.70642246516439,4.465890762340825,3.593081964929742,1.70753,1.9062,"Otto Matic",5343,2004-10-15,2019-06-02
"445592 (2011 SH49)",N,N,18.7,,,.2056006896178567,2.550621098804275,2.026211641936261,2.819290316153686,3.075030555672289,1.03511,2.35882,"Otto Matic",5821,2003-09-27,2019-09-04
"445664 (2011 UA80)",N,N,17.2,,,.03652019581733087,2.709747413411226,2.610786907257942,1.932934601728826,2.80870791956451,1.62497,2.29214,"Otto Matic",5646,2004-02-12,2019-07-29
"445859 (2012 SX46)",N,N,18.5,,,.1124142395857809,2.138279154506517,1.89790612933054,2.841706000577734,2.378652179682494,.89198,2.99948,"Otto Matic",4277,2006-10-23,2018-07-09
"445867 (2012 TD120)",N,N,18.4,,,.04324962180470724,2.155517992993063,2.062292655002872,4.218801085999536,2.248743330983255,1.06061,2.72514,"Otto Matic",3272,2009-10-16,2018-10-01
"445954 (2013 AL86)",N,N,18.0,,,.08474709935589121,2.294767361025685,2.100292483482185,6.078140762074525,2.489242238569185,1.12068,2.70137,"Otto Matic",5110,2004-08-14,2018-08-11
"445997 (2013 CG19)",N,N,16.8,,,.1155913673146251,2.701025550965366,2.388810314377541,9.737660507512761,3.013240787553192,1.41287,2.03129,"Otto Matic",5668,2004-02-16,2019-08-24
"446098 (2013 CO206)",N,N,17.0,,,.1020298777149704,2.624421579741628,2.356652166888061,11.87406123314928,2.892190992595196,1.37095,2.30537,"Otto Matic",5292,2005-05-07,2019-11-02
"446270 (2013 YM123)",N,N,17.8,,,.1206944378836335,2.212234722498955,1.945230296200288,8.003711279391394,2.479239148797622,.959717,2.50707,"Otto Matic",6350,1998-04-18,2015-09-06
"446325 (2014 FK50)",N,N,16.8,,,.1808317570553124,2.59913848136178,2.129131702947053,7.226436631577809,3.069145259776507,1.11716,1.94636,"Otto Matic",4393,2007-10-11,2019-10-21
"446383 (2014 HV138)",N,N,17.5,,,.04433461040411171,2.614251818299222,2.498349982436685,2.248245966327444,2.730153654161759,1.51415,2.37524,"Otto Matic",6681,2001-03-20,2019-07-05
"447110 (2004 TH198)",N,N,17.7,,,.07290872934586164,2.372219374712176,2.199263874372277,4.38251253341314,2.545174875052075,1.21475,2.63436,"Otto Matic",5001,2004-10-07,2018-06-17
"447410 (2006 BB177)",N,N,16.2,,,.08424499405282738,3.176579428836745,2.90896851374606,10.75940680950792,3.444190343927431,1.91257,1.92396,"Otto Matic",7613,1998-09-19,2019-07-24
"447574 (2006 TF69)",N,N,16.3,,,.06459725993459128,2.664257088231917,2.492153380570823,22.62357985466514,2.836360795893011,1.56609,2.35289,"Otto Matic",6207,2002-11-03,2019-11-01
"447633 (2006 UY346)",N,N,18.2,,,.2248901069628666,2.780529351098183,2.155215807916323,1.525734982850139,3.405842894280044,1.16541,1.98002,"Otto Matic",5190,2001-09-23,2015-12-09
"447679 (2006 YC17)",N,N,16.5,,,.05347108085557437,2.998012974743877,2.837705980565286,10.91062202027642,3.158319968922468,1.85471,1.91685,"Otto Matic",4154,2006-11-27,2018-04-12
"447727 (2007 EB200)",N,N,18.2,,,.1480522406184544,2.256127672934705,1.922102915835422,5.412935767054471,2.590152430033987,.918064,2.37266,"Otto Matic",8341,1995-11-15,2018-09-16
"447862 (2007 VB59)",N,N,17.6,,,.1596405421414508,2.576181810714357,2.164918749796973,14.28167947322835,2.987444871631742,1.17426,2.41544,"Otto Matic",6710,2001-05-22,2019-10-05
"447909 (2007 XL51)",N,N,17.7,,,.1921177457042659,2.600365275096554,2.100788960437351,2.906687498476901,3.099941589755757,1.11275,2.24537,"Otto Matic",5763,2004-01-13,2019-10-24
"447936 (2008 AL58)",N,N,17.2,,,.1226769570914143,2.71939515949555,2.385788036199514,4.11089825219839,3.053002282791585,1.40292,2.0619,"Otto Matic",6619,1999-01-13,2017-02-26
"448117 (2008 RU1)",N,N,18.1,,,.199465556099761,2.310701734949335,1.849796328406983,1.964538225163053,2.771607141491686,.833993,2.38538,"Otto Matic",4570,2005-12-05,2018-06-10
"448278 (2008 YW152)",N,N,18.2,,,.1578559683596636,2.378995436832711,2.003456808428262,2.794255847734265,2.754534065237159,1.01871,2.54369,"Otto Matic",5025,2004-11-04,2018-08-08
"448361 (2009 HA44)",N,N,17.3,,,.03677576806755047,2.669024253857442,2.570868836930914,3.615840972462997,2.76717967078397,1.58446,2.22139,"Otto Matic",5717,2004-01-30,2019-09-25
"448504 (2010 LE119)",N,N,16.5,3.062,,.2206359188262452,3.063998782242348,2.387970595639811,6.957349767848148,3.740026968844886,1.38414,1.71691,"Otto Matic",7150,1999-09-05,2019-04-03
"448814 (2011 UO16)",N,N,17.6,,,.2001146710945551,2.560870852867637,2.048403024430397,12.24364334293656,3.073338681304877,1.06523,2.42611,"Otto Matic",4420,2007-10-21,2019-11-27
"449087 (2012 RU34)",N,N,17.9,,,.1255386557126679,2.219397007495768,1.940776890682032,4.948674853508244,2.498017124309505,.95564,2.78538,"Otto Matic",8939,1992-09-30,2017-03-22
"449112 (2012 XN53)",N,N,16.5,,,.09675090984575366,2.550325879932152,2.303579530645544,17.54465611017465,2.79707222921876,1.33015,2.36178,"Otto Matic",7820,1998-06-01,2019-10-29
"449174 (2013 BM61)",N,N,18.2,,,.1379043424715088,2.396204936351305,2.065757870176795,2.446738321907985,2.726652002525815,1.08026,2.2835,"Otto Matic",6475,2002-03-12,2019-12-03
"449226 (2013 CT109)",N,N,17.5,,,.08725973017975015,2.386230096906619,2.178008302503749,5.559293057397958,2.59445189130949,1.19382,2.65369,"Otto Matic",5473,2004-11-09,2019-11-04
"449334 (2013 FW24)",N,N,16.4,,,.1007861286467803,3.181834052626499,2.861149316465779,5.221641473508075,3.50251878878722,1.85317,1.51169,"Otto Matic",8446,1996-04-12,2019-05-28
"449475 (2014 DZ79)",N,N,17.8,,,.07232026856928359,2.28139981311174,2.116408365913585,7.42444467911871,2.446391260309894,1.104,2.54396,"Otto Matic",5148,2005-10-29,2019-12-03
"449485 (2014 FX3)",N,N,17.1,,,.2006875046950765,2.599762136531066,2.078022360549905,14.62789851077933,3.121501912512226,1.12361,2.26182,"Otto Matic",4366,2006-03-24,2018-03-07
"449593 (2014 JX43)",N,N,16.0,,,.08279163050680786,2.984789439039699,2.737673854662102,11.87919914811493,3.231905023417296,1.7273,1.95114,"Otto Matic",6870,2000-10-02,2019-07-25
"449782 (2014 OU155)",N,N,17.1,,,.0203312209743539,2.741238299078568,2.685505577476639,5.432515529169074,2.796971020680496,1.675,2.24454,"Otto Matic",6586,2001-09-21,2019-10-03
"449786 (2014 OT162)",N,N,16.3,,,.0587842326494305,3.123702178117155,2.940077742551183,10.7354800424767,3.307326613683127,1.92504,1.85017,"Otto Matic",4954,2005-12-02,2019-06-26
"449959 (2015 PS2)",N,N,16.8,,,.1790537605909469,2.604708285512275,2.138325471748904,13.95705120268733,3.071091099275646,1.16086,2.40059,"Otto Matic",4852,2006-06-17,2019-09-29
"450143 (1999 ED5)",Y,N,19.6,,,.4661729085419527,1.745730224483265,.9319180882063052,18.18056081320359,2.559542360760224,.175494,2.84563,"Otto Matic",6079,1999-03-13,2015-11-03
"450476 (2005 XD10)",N,N,18.3,,,.1449772574981265,2.260778210670056,1.933016785875589,4.470746669162036,2.588539635464522,.930254,2.81976,"Otto Matic",4630,2005-11-06,2018-07-11
"450613 (2006 SV285)",N,N,16.9,,,.1201392423359142,2.667570176653747,2.347090316752685,4.134846731968858,2.988050036554809,1.35375,2.41791,"Otto Matic",5696,2004-03-23,2019-10-27
"450695 (2006 WO87)",N,N,16.8,,,.04231407220462352,2.749068928818791,2.632744627669266,9.726650343955598,2.865393229968316,1.6581,2.15997,"Otto Matic",4730,2006-10-23,2019-10-05
"450799 (2007 TO345)",N,N,17.5,,,.1762462728212356,2.387357251282852,1.9665944338515,2.352131263568826,2.808120068714205,.949639,2.36066,"Otto Matic",6513,2000-11-16,2018-09-16
"450908 (2008 CX144)",N,N,16.9,,,.07172522500746037,2.790758418035429,2.590590642560374,5.79050713078855,2.990926193510484,1.57413,2.16872,"Otto Matic",6064,2003-01-29,2019-09-06
"450913 (2008 CC207)",N,N,16.8,,,.04023937770035955,2.785067227815657,2.672997855714689,3.420284456000927,2.897136599916625,1.68935,2.2167,"Otto Matic",4696,2006-10-21,2019-08-30
"450969 (2008 QS38)",N,N,18.1,,,.1554146668983394,2.297724343005583,1.940624279613165,6.224933703441747,2.654824406398002,.937077,2.63257,"Otto Matic",6106,2001-10-15,2018-07-04
"451067 (2009 AW24)",N,N,16.9,,,.1440738329496368,2.616994546684413,2.239954111535293,10.31143056852951,2.994034981833535,1.24887,2.12662,"Otto Matic",4394,2007-11-04,2019-11-15
"451118 (2009 HA45)",N,N,17.1,,,.09045993742273668,2.582147376991573,2.348566486852631,22.5851124500389,2.815728267130514,1.46661,2.38061,"Otto Matic",3874,2009-04-20,2019-11-28
"451233 (2010 EL33)",N,N,18.0,,,.04807724403778334,2.268957599113435,2.159872370909475,6.008015448517999,2.378042827317394,1.17141,2.60454,"Otto Matic",4092,2008-09-23,2019-12-07
"451366 (2010 XP39)",N,N,15.7,,,.2666692697032278,3.147324961308324,2.308030112357494,20.89156232739832,3.986619810259154,1.42225,1.66281,"Otto Matic",6617,2001-05-24,2019-07-06
"451419 (2011 QU68)",N,N,17.8,,,.2268700093132646,2.402714561621225,1.857610686649101,2.002112527442711,2.947818436593349,.853447,2.50296,"Otto Matic",5471,2004-12-13,2019-12-06
"451703 (2013 CC67)",N,N,18.4,,,.1527238959495684,2.302399369239404,1.950767967537334,4.307312497263359,2.654030770941475,.966186,2.37391,"Otto Matic",3575,2006-02-06,2015-11-21
"451766 (2013 FY24)",N,N,15.8,,,.1527676358622773,3.130177311657448,2.651987523925801,17.63343369144064,3.608367099389096,1.70959,1.86754,"Otto Matic",4474,2007-03-09,2019-06-08
"451808 (2013 HM46)",N,N,17.8,,,.1615116612932298,2.568336696158771,2.153520369601803,3.122060316878092,2.98315302271574,1.16868,2.32076,"Otto Matic",6322,2002-08-12,2019-12-03
"452210 (2015 RA201)",N,N,17.4,,,.1818184796602526,2.472678313384581,2.023099701756119,12.23258996198238,2.922256925013043,1.06491,2.49772,"Otto Matic",3920,2009-02-24,2019-11-19
"452408 (2002 SU66)",N,N,16.9,,,.1766957396238621,2.58040404793735,2.124457646158652,5.192726543143036,3.036350449716048,1.13281,2.43268,"Otto Matic",6315,2002-08-19,2019-12-03
"452517 (2004 RY335)",N,N,18.3,,,.1679490278742028,2.359642728999089,1.963343026533261,2.476972729431739,2.755942431464917,.971968,2.6395,"Otto Matic",5046,2004-09-15,2018-07-10
"452533 (2004 TC164)",N,N,15.9,,,.179513412392229,3.208697025419005,2.632692873053244,5.415846110485385,3.784701177784766,1.63117,1.6654,"Otto Matic",7490,1998-09-25,2019-03-29
"452678 (2005 XC16)",N,N,17.8,,,.1130468863681112,2.215632002471276,1.965161703254355,7.060520543152655,2.466102301688197,.982987,2.67409,"Otto Matic",7831,1997-05-10,2018-10-18
"452687 (2005 XX80)",N,N,16.5,,,.06064973683356134,3.038713884129833,2.854416686744869,12.05196731324109,3.223011081514797,1.88145,1.96665,"Otto Matic",4524,2005-11-25,2018-04-15
"452764 (2006 CB21)",N,N,16.6,,,.09645684349583138,3.112553890215539,2.812326766754677,13.26922253410341,3.4127810136764,1.83648,1.62913,"Otto Matic",9002,1995-02-01,2019-09-25
"452848 (2006 SE116)",N,N,16.3,3.194,,.2152595265543453,2.65355156819073,2.082349313934453,18.2637388869252,3.224753822447007,1.10817,2.26645,"Otto Matic",4814,2006-09-24,2019-11-29
"452853 (2006 SE160)",N,N,17.8,,,.2590175164050639,2.683465522207719,1.988400947286858,3.972876070031486,3.37853009712858,.976658,1.97266,"Otto Matic",4760,2006-09-23,2019-10-05
"453027 (2007 RV189)",N,N,17.3,,,.1358838938486523,2.443331856656752,2.111322410009776,6.757401651721312,2.775341303303729,1.10637,2.63588,"Otto Matic",4985,2003-07-25,2017-03-18
