full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
" 44569 (1999 CG133)",N,N,15.2,2.013,5.514,.1478459366485985,2.274542051293908,1.938260251273736,7.761046375281163,2.61082385131408,.9243,2.6726,"Otto Matic",10371,1990-09-14,2019-02-05
" 44711 Carp (1999 TD4)",N,N,14.7,,,.2361928476392118,2.253396187398216,1.721160125037288,5.32693226374667,2.785632249759143,.721038,2.24315,"Otto Matic",8052,1997-11-08,2019-11-25
" 44737 (1999 TW32)",N,N,15.2,,,.1560675917965787,2.815015702961102,2.37568298133041,8.708182314427901,3.254348424591794,1.3758,2.15195,"Otto Matic",8280,1997-03-04,2019-11-04
" 45039 (1999 XW7)",N,N,15.3,,,.1498250114892104,2.539837570709704,2.159306377497395,1.34923932233437,2.920368763922014,1.16947,2.43733,"Otto Matic",9721,1993-04-26,2019-12-07
" 45149 (1999 XN110)",N,N,15.0,,,.1397133645083538,2.262500465599781,1.946398913349118,6.211575468083115,2.578602017850443,.930602,2.6068,"Otto Matic",7912,1998-04-01,2019-11-29
" 45429 (2000 AO169)",N,N,15.1,,,.09508007104684014,2.590294106294393,2.344008758635711,14.55753938024356,2.836579453953076,1.36987,2.2404,"Otto Matic",9654,1992-01-29,2018-07-05
" 45438 (2000 AJ177)",N,N,15.1,,,.1185577534718145,2.374939367289029,2.093371891271469,6.464216647065717,2.656506843306589,1.09249,2.80454,"Otto Matic",14588,1979-05-19,2019-04-27
" 45524 (2000 CL2)",N,N,13.8,9.087,,.00819803669800861,2.943936606670114,2.919802106332021,12.97992510193607,2.968071107008206,1.9383,2.09604,"Otto Matic",7381,1998-12-15,2019-03-01
" 45550 (2000 CX46)",N,N,14.1,8.725,,.1255386552784123,3.181907398199356,2.782455022208977,6.773319202846125,3.581359774189735,1.77544,1.40745,"Otto Matic",10218,1991-09-15,2019-09-06
" 45554 (2000 CX48)",N,N,14.1,4.853,,.1319545496707982,2.841915477067765,2.466911800088817,15.24977458842703,3.216919154046714,1.53771,2.15573,"Otto Matic",7517,1998-09-28,2019-04-28
" 45576 (2000 CD75)",N,N,13.9,6.065,10.248,.04350461751247246,2.970019112559202,2.840809567062581,9.759948237217648,3.099228658055823,1.85857,2.06104,"Otto Matic",7696,1998-11-11,2019-12-07
" 45668 (2000 EU94)",N,N,13.6,,,.1925095415721873,2.717225009406949,2.194133268497535,13.53729624785112,3.240316750316363,1.25065,2.32194,"Otto Matic",11844,1986-01-12,2018-06-17
" 45715 (2000 FR66)",N,N,14.8,2.577,,.3112334050992374,2.600588612390504,1.791198563293907,4.533757902353327,3.409978661487102,.793531,2.07536,"Otto Matic",13948,1981-09-29,2019-12-07
" 45839 (2000 RQ37)",N,N,15.5,,,.07921994868788047,1.922678239359128,1.770363767893793,20.80794499440988,2.074992710824462,.782383,3.23077,"Otto Matic",14540,1980-01-22,2019-11-13
" 46472 (2155 T-1)",N,N,14.1,7.526,,.1167312659098198,3.128869775942192,2.763632846129485,1.722292216955523,3.494106705754898,1.78077,1.6057,"Otto Matic",17789,1971-03-24,2019-12-06
" 46600 (1993 FG14)",N,N,15.0,2.751,,.1639800471518441,2.545621615761049,2.128190463177799,8.385933793462923,2.9630527683443,1.1193,2.04517,"Otto Matic",9748,1993-03-17,2019-11-24
" 46656 (1995 WT6)",N,N,15.0,,12.31,.113187979835199,2.395738035412387,2.12456928696971,5.228434094625592,2.666906783855064,1.14387,2.46023,"Otto Matic",8562,1995-11-28,2019-05-08
" 46843 (1998 QO22)",N,N,15.0,,,.2063207217175383,2.400513827324715,1.905238081978149,3.731875356426545,2.89578957267128,.899697,2.5188,"Otto Matic",7555,1998-07-31,2019-04-07
" 46881 (1998 RU5)",N,N,14.7,2.934,,.08829371027205764,2.573814970234053,2.346563296958323,9.835040672273236,2.801066643509783,1.36635,2.53489,"Otto Matic",7753,1998-09-15,2019-12-07
" 46892 (1998 RJ51)",N,N,15.4,4.832,,.04736437548118189,2.600942318741912,2.477750310152124,4.159887642901589,2.7241343273317,1.4765,2.48722,"Otto Matic",10133,1992-02-29,2019-11-27
" 47137 (1999 FJ22)",N,N,13.4,7.970,,.0990603533469893,3.187302513633217,2.871567200408963,8.253096839105964,3.503037826857471,1.89723,1.70127,"Otto Matic",8004,1997-12-30,2019-11-29
" 47202 (1999 TD212)",N,N,16.1,,,.09330876809637578,2.19933347424384,1.994116377129025,5.132101616496821,2.404550571358655,.987762,2.56823,"Otto Matic",7898,1998-04-22,2019-12-06
" 47270 (1999 VE138)",N,N,15.3,,4.061,.08418126878492518,3.01829800610449,2.764213850379604,1.922845656511909,3.272382161829376,1.77687,1.98311,"Otto Matic",14947,1978-11-29,2019-11-01
" 47288 (1999 VQ178)",N,N,15.4,,,.04970499167635637,2.299511900122807,2.185214680267521,7.515045367194723,2.413809119978094,1.20474,2.59951,"Otto Matic",7786,1997-01-14,2018-05-10
" 47292 (1999 VO203)",N,N,15.7,2.525,,.1906647283149858,2.195863342705989,1.777189655052115,8.048669000893829,2.614537030359863,.767235,2.62374,"Otto Matic",7928,1998-03-24,2019-12-07
" 47360 (1999 XN70)",N,N,16.3,,,.1259296898433556,2.382057393939109,2.082085645131285,2.162593924833109,2.682029142746932,1.09019,2.70424,"Otto Matic",8570,1995-10-20,2019-04-07
" 47367 (1999 XB87)",N,N,15.2,,,.2204067112373587,2.357376864908156,1.837795182966714,5.673424836802789,2.876958546849597,.847061,2.59918,"Otto Matic",10137,1991-08-05,2019-05-07
" 47390 (1999 XA107)",N,N,14.9,2.537,,.1210508939881354,2.200377057518391,1.934019447594807,4.511369870902859,2.466734667441974,.922208,2.54874,"Otto Matic",10516,1991-02-20,2019-12-06
" 47526 (2000 AM90)",N,N,14.9,,4.49,.2075912417914101,2.418139849094199,1.916155194995441,1.815720032126568,2.920124503192957,.91009,2.51506,"Otto Matic",11517,1987-09-21,2019-04-03
" 47690 (2000 CQ92)",N,N,14.0,7.137,,.1397992679329966,3.160248283641436,2.718447887101854,4.832454292598936,3.602048680181018,1.72645,1.37384,"Otto Matic",9400,1994-01-08,2019-10-04
" 47715 (2000 DG25)",N,N,14.8,,,.07984287772486065,2.687339977813481,2.472775020559789,6.286637169759294,2.901904935067172,1.46001,2.30466,"Otto Matic",10041,1992-04-26,2019-10-23
" 47829 (2000 EF110)",N,N,13.7,5.464,,.1343124582943435,2.60524561936667,2.255328675768963,15.39881256188703,2.955162562964377,1.26138,2.51743,"Otto Matic",12471,1985-10-15,2019-12-07
" 47972 (2000 VW15)",N,N,14.4,4.560,,.1159937601885344,3.052279739739548,2.698234335579877,4.661178644545549,3.406325143899219,1.70979,1.98309,"Otto Matic",10806,1989-10-07,2019-05-09
" 48047 Houghten (2001 DL86)",N,N,15.9,,,.05528474715697659,2.293168149662001,2.166390928319506,6.874425097352391,2.419945371004497,1.16152,2.53868,"Otto Matic",9344,1992-10-22,2018-05-23
" 48358 (1187 T-2)",N,N,16.4,,,.2468165895365576,2.5822148604639,1.944881395153582,3.339504030486183,3.219548325774217,.947561,2.24965,"Otto Matic",16870,1973-09-19,2019-11-27
" 48446 (1990 RB1)",N,N,13.8,10.469,,.2049580500813206,3.175676560211552,2.524796084741637,10.55309203363611,3.826557035681468,1.51781,1.60627,"Otto Matic",10676,1990-09-14,2019-12-07
" 48461 Sabrinamaricia (1991 RN6)",N,N,15.3,5.496,,.2459335755133532,2.334099986181659,1.760066430974336,10.36408080198795,2.908133541388983,.752031,2.44505,"Otto Matic",10109,1991-09-06,2019-05-11
" 48501 (1993 FM)",N,N,13.5,10.387,,.1851663618083975,3.157083866993494,2.572498133418322,1.209788721987203,3.741669600568666,1.58792,1.53342,"Otto Matic",10700,1990-08-20,2019-12-06
" 48629 (1995 SP)",N,N,14.7,,,.1888801921589392,2.324908787870041,1.885779569265142,9.24120184079654,2.764038006474941,.90379,2.6617,"Otto Matic",12793,1983-05-10,2018-05-19
" 48668 (1995 XB1)",N,N,13.2,15.334,,.2074425005474128,3.193810218737705,2.531278240688876,9.389300339125951,3.856342196786534,1.55267,1.62394,"Otto Matic",10268,1991-03-18,2019-04-28
" 48711 (1996 ND5)",N,N,14.2,7.866,,.1728920154130879,3.171237262014555,2.622955660431776,.4657652620302125,3.719518863597334,1.60607,1.47109,"Otto Matic",10283,1991-10-04,2019-11-29
" 48869 (1998 HC92)",N,N,16.0,1.790,,.05225366166850358,2.203094827506076,2.087975055765943,4.319987514561154,2.318214599246209,1.09499,2.64404,"Otto Matic",7897,1998-04-21,2019-12-04
" 49013 (1998 QW73)",N,N,15.1,5.873,,.2857553892762378,2.614725912679945,1.867553891651421,12.81925367735641,3.361897933708469,.899603,2.22452,"Otto Matic",15387,1977-10-11,2019-11-27
" 49015 (1998 QG75)",N,N,15.6,,,.1352839733990056,2.348140671660571,2.030474871498519,5.609847879003708,2.665806471822624,1.03112,2.73532,"Otto Matic",7671,1998-08-19,2019-08-20
" 49142 (1998 SQ42)",N,N,16.0,,,.1497655355345957,2.424702355252545,2.061565508506152,4.130487892909816,2.787839201998938,1.08262,2.41973,"Otto Matic",8998,1994-09-05,2019-04-25
" 49158 (1998 SB55)",N,N,15.4,,,.2123859073278632,2.373811919033269,1.869647720783692,1.944768663677041,2.877976117282846,.864649,2.56712,"Otto Matic",7543,1998-09-14,2019-05-10
" 49252 (1998 TZ18)",N,N,15.5,2.047,,.1783051175134228,2.591054144553598,2.129055930825327,3.848810350273183,3.053052358281868,1.11718,2.18795,"Otto Matic",10600,1990-11-22,2019-11-30
" 49478 (1999 BY8)",N,N,13.9,7.461,,.1138557017832267,3.085790601737965,2.734455747221004,2.736106335370725,3.437125456254926,1.748,1.86492,"Otto Matic",12088,1986-11-02,2019-12-07
" 49504 (1999 CA17)",N,N,15.1,,7.304,.1347864444623848,2.519918153210703,2.180267345003213,5.495104175669933,2.859568961418193,1.19698,2.31507,"Otto Matic",10359,1991-01-11,2019-05-23
" 49535 (1999 CB57)",N,N,14.3,8.062,,.1543054321597024,3.097824353420792,2.619813227811346,3.494172869522076,3.575835479030238,1.63676,1.53997,"Otto Matic",14746,1979-07-24,2019-12-07
" 49649 (1999 JC46)",N,N,14.7,,,.1513379763310551,2.304154496235614,1.955448417621215,6.381504877387925,2.652860574850014,.949578,2.70403,"Otto Matic",24099,1953-04-15,2019-04-08
" 49698 Vachal (1999 VA)",N,N,15.6,,,.06698673679648803,2.384935752814592,2.225176689264267,7.209166744663476,2.544694816364917,1.23653,2.74497,"Otto Matic",9124,1994-05-15,2019-05-08
" 49735 (1999 VX106)",N,N,15.8,,,.1117106119549672,2.418082271315796,2.147956821029652,1.441654243019588,2.688207721601941,1.14897,2.2683,"Otto Matic",10014,1991-10-06,2019-03-07
" 49835 (1999 XK84)",N,N,15.1,1.976,,.06959061832946213,2.275382217014032,2.117036961596163,6.226010356256343,2.433727472431901,1.13416,2.70177,"Otto Matic",15510,1977-06-12,2019-11-29
" 49992 (2000 AQ7)",N,N,15.3,2.721,,.09417945448782321,2.514887950124142,2.278037174883451,6.780619551657454,2.751738725364834,1.28308,2.27221,"Otto Matic",7447,1998-09-16,2019-02-05
" 50081 (2000 AL88)",N,N,15.3,2.270,9.589,.07993262234469652,2.29883912158685,2.115086882249834,4.16141096207615,2.482591360923866,1.13269,2.56923,"Otto Matic",9827,1992-12-25,2019-11-21
" 50160 (2000 AF144)",N,N,15.0,,,.06372622580337402,2.403777856197897,2.250594165752679,6.98830443756308,2.556961546643114,1.2669,2.4982,"Otto Matic",9037,1994-08-12,2019-05-10
" 50174 (2000 AQ159)",N,N,15.6,2.487,,.03379552081622019,2.533576576498168,2.447953036567637,6.356271689525681,2.6192001164287,1.46983,2.39546,"Otto Matic",10264,1990-09-28,2018-11-04
" 50292 (2000 CW29)",N,N,15.7,,,.1895714046658682,2.369409216299379,1.920236982937251,2.887302872567681,2.818581449661506,.9366,2.48117,"Otto Matic",9549,1993-03-19,2019-05-11
" 50304 (2000 CZ36)",N,N,14.3,,,.09564479422627976,2.535276770196961,2.292790745204806,1.809441735515289,2.777762795189116,1.27579,2.31599,"Otto Matic",7663,1998-12-14,2019-12-07
" 50409 (2000 CO125)",N,N,15.2,,,.08565279703151776,2.64789925253685,2.421099275299404,5.204251986515547,2.874699229774297,1.40795,2.3224,"Otto Matic",8624,1996-03-21,2019-10-31
" 50533 (2000 EP12)",N,N,14.0,10.541,,.09431462018881796,3.062937141771222,2.774057388582845,9.632455958111001,3.351816894959598,1.7664,1.66715,"Otto Matic",9014,1995-03-31,2019-12-04
" 50670 (2000 EY105)",N,N,15.3,,,.06676754560819277,2.408880895934411,2.248045830850406,6.934821135436292,2.569715961018416,1.2704,2.45214,"Otto Matic",8598,1995-10-26,2019-05-11
" 51020 (2000 GU108)",N,N,13.8,4.865,,.1187444344613086,2.671278274434871,2.354078846448322,13.33257788140873,2.988477702421421,1.41241,2.18868,"Otto Matic",23269,1956-03-16,2019-11-30
" 51055 (2000 GG140)",N,N,15.1,,,.1281707941787033,2.658955891471768,2.318155403175689,11.82532581763747,2.999756379767846,1.36773,2.18035,"Otto Matic",15735,1976-10-22,2019-11-21
" 51137 (2000 HS44)",N,N,15.5,,,.1966119560901005,2.431358848630562,1.953324629444332,8.872431211091172,2.909393067816791,.97093,2.3715,"Otto Matic",7516,1998-10-12,2019-05-11
" 51260 (2000 JZ62)",N,N,13.4,,,.08748384610414127,2.996944502418855,2.734760270786592,8.922563470401988,3.259128734051119,1.75402,2.02002,"Otto Matic",7651,1998-12-26,2019-12-07
" 51364 (2000 SU333)",N,N,11.6,27.850,30.56,.101836921012571,5.261136414983465,4.725358481454433,14.18363854507859,5.796914348512496,3.74249,.377837,"Otto Matic",10426,1990-10-25,2019-05-12
" 51407 (2001 EU5)",N,N,15.7,,,.223668122116047,2.387157488202063,1.853226455620648,3.919015045134283,2.921088520783478,.836604,2.2221,"Otto Matic",10040,1991-10-08,2019-04-04
" 51417 (2001 EG17)",N,N,15.9,,,.1033445107962711,1.953711038077665,1.751805726610253,21.25586644485564,2.155616349545076,.797573,3.10553,"Otto Matic",16606,1974-06-20,2019-12-07
" 51517 (2001 FH107)",N,N,16.1,2.120,,.1578733753642927,2.253383839999461,1.897634527187395,4.096959602082785,2.609133152811527,.881898,2.6191,"Otto Matic",7890,1998-04-22,2019-11-28
" 51519 (2001 FT109)",N,N,15.7,,2.057,.1303687419981321,2.263708741170408,1.968591880333847,5.34110842284459,2.558825602006969,.959346,2.57884,"Otto Matic",7862,1998-05-22,2019-11-30
" 51618 (2001 HV35)",N,N,14.9,2.920,,.2174252003471177,2.565796592929341,2.007927754661727,7.265098495659281,3.123665431196955,1.01002,2.23563,"Otto Matic",9140,1994-11-28,2019-12-07
" 51844 (2001 ON83)",N,N,14.0,8.026,,.02551779272212273,3.166949185068012,3.086135632201951,11.34208528854704,3.247762737934072,2.10117,1.82801,"Otto Matic",9396,1994-03-14,2019-12-04
" 51853 (2001 OY96)",N,N,14.1,5.522,6.801,.03176858696322196,3.074792313830684,2.977110506814907,10.6288393746327,3.172474120846461,1.99585,1.89035,"Otto Matic",7602,1999-02-10,2019-12-04
" 51968 (2001 QR284)",N,N,13.8,5.202,,.1501569867295432,2.596688908063199,2.206777926154401,7.797654052259751,2.986599889971997,1.23113,2.15334,"Otto Matic",7737,1998-10-01,2019-12-07
" 52009 (2002 EU146)",N,N,15.2,,,.06401803747339964,2.861490677483729,2.678303660062792,2.706712405074379,3.044677694904666,1.68973,2.19672,"Otto Matic",10134,1992-02-29,2019-11-28
" 52118 (4103 P-L)",N,N,16.1,,,.1648270207026158,2.429833621930262,2.029331385224451,2.333873729833492,2.830335858636073,1.04568,2.41571,"Otto Matic",21406,1960-09-24,2019-05-04
" 52208 (3423 T-3)",N,N,15.5,2.227,,.1661538016976742,2.568836692149706,2.142014709808554,1.618543119176512,2.995658674490858,1.15836,2.21377,"Otto Matic",15048,1977-10-07,2018-12-19
" 52273 (1988 RQ10)",N,N,12.3,17.291,,.08768153710534214,5.20349973950442,4.747248884017425,11.72879984609599,5.659750594991415,3.78615,.114933,"Otto Matic",11195,1988-09-14,2019-05-10
" 52428 (1994 PE4)",N,N,15.9,4.008,,.176867012915988,2.376466801332056,1.956148216886443,1.97456386795251,2.79678538577767,.959714,2.65077,"Otto Matic",10121,1992-01-02,2019-09-18
" 52444 (1994 TQ2)",N,N,15.2,2.406,,.2573897063527724,2.531547106862613,1.879952940409035,9.443665500868743,3.183141273316191,.893496,2.27925,"Otto Matic",9189,1994-10-02,2019-11-29
" 52821 (1998 RU4)",N,N,15.2,1.936,,.3022331803193539,2.399893425883334,1.674566003351105,21.74412988542396,3.125220848415564,.839449,2.41327,"Otto Matic",12669,1983-09-12,2018-05-20
" 52894 (1998 SL64)",N,N,14.9,3.155,,.06744393913281255,2.287479314426912,2.133202698777136,4.525065640824219,2.441755930076688,1.13448,2.52395,"Otto Matic",13308,1983-07-01,2019-12-07
" 52906 (1998 SW81)",N,N,16.7,,1.9,.1856080453095094,2.341945199001298,1.907261328392678,2.252985422959028,2.776629069609919,.914874,2.62967,"Otto Matic",9666,1991-11-05,2018-04-23
" 53362 (1999 JY76)",N,N,13.4,7.648,,.1772502578128288,2.99107669207475,2.460907577266557,14.38919357427854,3.521245806882943,1.49386,1.92871,"Otto Matic",7350,1999-03-24,2019-05-08
" 53498 (2000 AV86)",N,N,15.8,1.748,,.0626446830165116,2.158370684262751,2.02316023691498,3.656759740094637,2.293581131610522,1.01897,2.67264,"Otto Matic",7579,1998-08-01,2019-05-02
" 53657 (2000 DG53)",N,N,16.2,,,.04618818995937823,2.184053476575342,2.083175999717839,4.477608673449441,2.284930953432844,1.1055,2.77214,"Otto Matic",9003,1994-06-11,2019-02-03
" 53687 (2000 DP80)",N,N,15.1,2.270,,.1551622950882628,2.563132965322819,2.165431371806945,3.7230223088925,2.960834558838692,1.15173,2.18932,"Otto Matic",10141,1992-03-02,2019-12-07
" 54045 (2000 GO115)",N,N,15.7,3.984,,.1793354647222813,2.370853020222894,1.945674992052997,3.371984793409895,2.796031048392791,.930467,2.46228,"Otto Matic",10651,1990-09-28,2019-11-26
" 54135 (2000 HU34)",N,N,15.9,,,.05833298705275967,2.337949535304976,2.201569955332026,7.652677525469604,2.474329115277927,1.21795,2.50884,"Otto Matic",11191,1989-04-08,2019-11-28
" 54137 (2000 HA36)",N,N,14.5,,,.1885003211151338,2.583038765965116,2.096135129127853,14.24442502493393,3.06994240280238,1.10848,2.36013,"Otto Matic",14053,1980-08-06,2019-01-27
" 54630 (2000 SM112)",N,N,12.9,16.069,,.1376270686208339,3.975685788963453,3.428523808070906,9.014059067952596,4.522847769856,2.46047,1.00366,"Otto Matic",7154,1999-09-09,2019-04-11
" 54775 (2001 LK16)",N,N,15.1,,,.07403810680832652,2.52360649181594,2.336763444832686,5.782160776639116,2.710449538799195,1.3266,2.41773,"Otto Matic",7386,1998-11-20,2019-02-09
" 54861 (2001 OJ25)",N,N,14.5,6.478,,.2935322001297886,2.613932544227524,1.846659173529563,11.33872087655109,3.381205914925485,.866906,2.1663,"Otto Matic",23358,1955-11-11,2019-10-24
" 54983 (2001 QE)",N,N,15.7,,,.151264309676739,2.561085215221262,2.173684428117515,.2938563958997562,2.948486002325009,1.16099,2.36775,"Otto Matic",9786,1992-04-24,2019-02-08
" 55076 (2001 QQ96)",N,N,14.2,,,.153787247377792,2.600488879726443,2.200566853076755,13.6706495989622,3.00041090637613,1.23409,2.46573,"Otto Matic",8015,1997-11-26,2019-11-06
" 55137 (2001 QK185)",N,N,14.3,6.544,,.1940516438582619,2.749787542857078,2.216186749904692,3.923770048217927,3.283388335809466,1.22357,2.16352,"Otto Matic",21599,1960-10-17,2019-12-06
" 55162 (2001 QT238)",N,N,15.2,,,.04315547009586677,2.608371643700482,2.495806139231859,1.822119264974501,2.720937148169105,1.49342,2.46585,"Otto Matic",8005,1997-10-29,2019-09-29
" 55198 (2001 RV18)",N,N,15.1,5.706,,.1654753662368282,2.383093774147888,1.988750459094061,4.448413957348804,2.777437089201715,1.00106,2.23433,"Otto Matic",7654,1998-11-10,2019-10-25
" 55340 (2001 ST125)",N,N,15.9,3.921,8.65,.09613463537551468,2.40159818461448,2.170721418818069,2.132476361355474,2.63247495041089,1.18722,2.4205,"Otto Matic",8091,1996-03-22,2018-05-17
" 55415 (2001 TA11)",N,N,15.3,,,.09884950956281548,2.620344186747009,2.361324449001293,1.916781311070133,2.879363924492726,1.34664,2.31497,"Otto Matic",9673,1992-07-26,2019-01-19
" 55732 (1986 QN2)",N,N,14.5,,,.2029540768138749,2.761272707869916,2.200861154612829,12.73174139626431,3.321684261127004,1.21201,2.01135,"Otto Matic",12151,1986-08-28,2019-12-04
" 55809 (1994 RW15)",N,N,16.2,1.304,,.1756918009340977,2.21321436323927,1.82437074590855,8.533717310705805,2.602057980569989,.823115,2.55841,"Otto Matic",8908,1994-08-11,2018-12-31
" 55810 Fabiofazio (1994 TC)",N,N,15.0,2.722,,.2180748787150219,2.323329910987265,1.816670022433734,23.03747301300908,2.829989799540796,.888297,2.77922,"Otto Matic",9195,1994-10-04,2019-12-07
" 55881 (1997 WU1)",N,N,14.6,4.838,,.2601769445589531,2.36440649143649,1.74924243479919,14.18310479154505,2.97957054807379,.76818,2.3222,"Otto Matic",9571,1993-09-14,2019-11-28
" 56001 (1998 SR146)",N,N,15.5,,,.1758617090980034,2.231259247058424,1.838866182430006,5.515180913134655,2.623652311686843,.845306,2.81092,"Otto Matic",7472,1998-09-14,2019-02-28
" 56032 (1998 WX18)",N,N,16.0,,,.08761169983057687,2.236138449060244,2.040226558481566,6.253848137670463,2.432050339638922,1.0537,2.78492,"Otto Matic",7384,1998-11-21,2019-02-08
" 56108 (1999 BN26)",N,N,14.9,,,.05616777135046135,2.47677560493809,2.337660639073527,6.984805477096179,2.615890570802653,1.36091,2.56562,"Otto Matic",7416,1999-01-10,2019-05-01
" 56200 (1999 GU16)",N,N,13.6,5.542,,.1217162824382002,2.678758689029963,2.352710139852209,13.6766980437174,3.004807238207717,1.37342,1.99771,"Otto Matic",23633,1955-03-22,2019-12-04
" 56214 (1999 GC61)",N,N,15.6,,,.06853509675315182,2.639803595198219,2.458884400391991,2.573618626318774,2.820722790004447,1.46706,2.15046,"Otto Matic",9871,1992-09-28,2019-10-08
" 56220 (1999 HC11)",N,N,13.6,,,.09465440212355666,2.994972771375688,2.711485414324791,9.871881727448796,3.278460128426585,1.71908,2.02422,"Otto Matic",16396,1974-06-17,2019-05-08
" 56258 (1999 JH83)",N,N,14.4,3.919,,.1400154370540771,2.586903054666881,2.22469669285117,12.2435650654711,2.949109416482592,1.2523,2.1776,"Otto Matic",7237,1999-05-12,2019-03-05
" 56266 (1999 JJ97)",N,N,14.0,5.271,,.08014000852113275,3.04640202239178,2.802263338358506,12.13901376140547,3.290540706425053,1.78632,1.94757,"Otto Matic",7315,1999-05-12,2019-05-22
" 56341 (1999 XS221)",N,N,13.6,12.354,,.05547436520771383,3.501264859673952,3.307034414159464,10.660741730307,3.69549530518844,2.30911,1.42464,"Otto Matic",9538,1992-11-26,2019-01-07
" 56361 (2000 CW1)",N,N,15.0,2.740,,.1819685598391025,2.240196653922054,1.832551295051482,2.967011606081206,2.647842012792626,.816446,2.47125,"Otto Matic",9837,1992-12-31,2019-12-07
" 56766 (2000 OK25)",N,N,14.3,,,.1799466597634522,2.766141738862098,2.268383772521596,14.08827093238205,3.263899705202601,1.30773,2.29167,"Otto Matic",7945,1998-03-03,2019-12-03
" 56775 (2000 OU37)",N,N,14.9,3.633,,.1838392073256482,2.597916377697267,2.120317490123082,13.72462572407554,3.075515265271453,1.13087,2.35849,"Otto Matic",10171,1991-04-09,2019-02-12
" 57040 (2001 DH106)",N,N,16.3,,,.1496400286277824,2.279052842225589,1.938015309670723,7.189351986683246,2.620090374780455,.934967,2.51633,"Otto Matic",8840,1995-08-19,2019-11-01
" 57136 (2001 PE23)",N,N,15.2,4.727,5.64,.2239164069797634,2.37911434150893,1.846391606364225,5.037910054767819,2.911837076653636,.868521,2.39865,"Otto Matic",15563,1977-01-12,2019-08-23
" 57298 (2001 QE193)",N,N,14.8,,,.02963897453884927,2.58553461200186,2.508902017467424,10.82873838275562,2.662167206536297,1.54226,2.51611,"Otto Matic",9214,1993-11-17,2019-02-08
" 57323 (2001 QN240)",N,N,13.9,,,.1479478928792338,2.793162582422783,2.379920063884213,9.078120297420918,3.206405100961354,1.4088,1.92966,"Otto Matic",7414,1999-06-08,2019-09-25
" 57377 (2001 RS64)",N,N,15.7,,,.07772454342026595,2.255450751989151,2.080146872083898,5.517722234684203,2.430754631894403,1.09854,2.59057,"Otto Matic",9216,1994-08-12,2019-11-05
" 57597 (2001 TU88)",N,N,15.3,,,.04973436578197846,2.690761244748992,2.556937940770674,9.084824067616079,2.82458454872731,1.56169,2.13628,"Otto Matic",9930,1992-09-26,2019-12-04
" 57620 (2001 TV147)",N,N,15.3,,,.05244522411097833,2.606423483983148,2.469729020237535,9.366076009810319,2.743117947728761,1.46707,2.36921,"Otto Matic",7264,1999-02-20,2019-01-10
" 57621 (2001 TN151)",N,N,14.7,5.099,,.1774917128085463,3.087806365969453,2.539746325252402,6.8774029500631,3.635866406686504,1.55265,1.81451,"Otto Matic",9506,1993-03-23,2019-04-02
" 57635 (2001 TF183)",N,N,15.8,3.839,,.1740731150635664,2.369582689741117,1.957102049537176,4.193047454419473,2.782063329945057,.9563,2.21096,"Otto Matic",9556,1993-09-18,2019-11-17
" 57658 Nilrem (2001 UJ1)",N,N,15.1,,,.02975516087901873,2.61547022873726,2.537646491306899,13.61708345654915,2.693293966167622,1.53103,2.26951,"Otto Matic",8738,1995-03-08,2019-02-08
" 57669 (2001 UO29)",N,N,14.8,,,.1585664984345304,2.645351928801035,2.225887736324023,14.77781519667254,3.064816121278046,1.27651,2.24341,"Otto Matic",7993,1997-12-06,2019-10-25
" 57722 (2001 UG142)",N,N,15.0,,,.0767238779046082,2.808965746939359,2.593451001932957,3.739973912620692,3.024480491945761,1.59411,1.93214,"Otto Matic",7475,1999-05-12,2019-10-29
" 57732 (2001 UE158)",N,N,15.4,,,.02520936986823032,2.914682922734706,2.841205602886872,.7261383303104467,2.98816024258254,1.82696,2.07761,"Otto Matic",9113,1994-05-03,2019-04-15
" 57758 (2001 VW20)",N,N,14.8,,,.004743932632212264,2.896011435799204,2.882272952645657,2.712528300977485,2.909749918952752,1.87792,2.04697,"Otto Matic",9272,1993-01-22,2018-06-12
" 57791 (2001 VK93)",N,N,14.4,4.155,,.1905682903869731,2.765990833388241,2.238880689043405,13.59605430346133,3.293100977733077,1.27792,2.27819,"Otto Matic",8087,1997-10-09,2019-11-30
" 57853 (2001 XG98)",N,N,14.5,6.975,,.2391621139735021,2.620900783667274,1.9940806117306,4.86958828366558,3.247720955603947,.991067,2.17584,"Otto Matic",15817,1975-10-13,2019-02-01
" 58029 (2002 VH63)",N,N,15.0,,,.1167484008224211,2.386161286227079,2.107580771955696,7.668024759918792,2.664741800498462,1.09082,2.43993,"Otto Matic",7536,1998-09-20,2019-05-09
" 58079 (3244 T-2)",N,N,15.1,3.337,,.06564414840009064,2.789664464753836,2.606539316643075,3.941702247269834,2.972789612864596,1.62326,2.222,"Otto Matic",16845,1973-09-19,2019-11-02
" 58080 (4228 T-2)",N,N,15.1,5.417,,.03021347670068308,2.766579919213192,2.682991921283466,5.649482215100897,2.850167917142917,1.67133,2.15339,"Otto Matic",16841,1973-09-19,2019-10-29
" 58194 (1992 DR6)",N,N,15.6,,,.0576022168290372,2.566407577230263,2.418576811494961,2.271285749732933,2.714238342965564,1.43535,2.3254,"Otto Matic",10140,1992-02-29,2019-12-04
